task,model_id,kind,deployment_role,repeat,seed,fold,threshold,n,positive_n,accuracy,balanced_accuracy,f1,precision,sensitivity,specificity,log_loss,ece_10,auroc,average_precision,tp,fp,tn,fn
any_brar_level_2_3_vs_1,image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,3,20260608,0,0.7672175839550437,198,164,0.6666666666666666,0.6822094691535151,0.7659574468085106,0.9152542372881356,0.6585365853658537,0.7058823529411765,0.408952128392742,0.07352125511737041,0.7690100430416069,0.9390333972483804,108,10,24,56
severe_level_3_vs_1_2,image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,3,20260608,1,0.33564094615898477,198,52,0.6919191919191919,0.648709167544784,0.48739495798319327,0.43283582089552236,0.5576923076923077,0.7397260273972602,0.5532052319431463,0.06608526467076885,0.6825605900948366,0.46029338919832213,29,38,108,23
any_brar_level_2_3_vs_1,image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,3,20260608,1,0.7603416811287391,198,164,0.6111111111111112,0.6836441893830703,0.7094339622641509,0.9306930693069307,0.573170731707317,0.7941176470588235,0.4440276753859867,0.08161414521272867,0.7311692969870875,0.9301315106851678,94,7,27,70
severe_level_3_vs_1_2,image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,3,20260608,2,0.3105543633958582,198,52,0.6363636363636364,0.6853266596417281,0.5324675324675324,0.4019607843137255,0.7884615384615384,0.5821917808219178,0.5135360189184692,0.08412565488759646,0.7536880927291886,0.5667119845162831,41,61,85,11
any_brar_level_2_3_vs_1,image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,3,20260608,2,0.8270292955233944,198,164,0.5353535353535354,0.7195121951219512,0.6101694915254238,1.0,0.43902439024390244,1.0,0.36262381889523515,0.1237796053167247,0.8793041606886657,0.9728951257668832,72,0,34,92
severe_level_3_vs_1_2,image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,3,20260608,3,0.31448853733701276,197,51,0.6091370558375635,0.6597502014504432,0.5032258064516129,0.375,0.7647058823529411,0.5547945205479452,0.531734532097176,0.11643968629998559,0.7377115229653505,0.5322264894868531,39,65,81,12
any_brar_level_2_3_vs_1,image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,3,20260608,3,0.70479209300054,197,163,0.766497461928934,0.6610429447852761,0.8535031847133758,0.8874172185430463,0.8220858895705522,0.5,0.4095367460189126,0.040176718515738584,0.7508119812342114,0.9238529322738912,134,17,17,29
severe_level_3_vs_1_2,image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,3,20260608,4,0.37489525406876406,197,51,0.6954314720812182,0.6222804190169218,0.4444444444444444,0.42105263157894735,0.47058823529411764,0.773972602739726,0.5800627761187517,0.06502501622847534,0.6603545527800162,0.3892525687470383,24,33,113,27
any_brar_level_2_3_vs_1,image_plus_downstream_age_sex_upper_bound,upper_bound,non-deployment upper-bound sensitivity,3,20260608,4,0.7633678049263939,197,163,0.6192893401015228,0.6651930710934681,0.7211895910780669,0.9150943396226415,0.5950920245398773,0.7352941176470589,0.44625841459593907,0.054261431368404923,0.7060627932154457,0.9274418227231331,97,9,25,66
severe_level_3_vs_1_2,image_resnet50,image_only,predeclared stronger encoder check,1,20260606,0,0.21385676950216156,198,52,0.43434343434343436,0.5731032665964173,0.44554455445544555,0.3,0.8653846153846154,0.2808219178082192,0.5423350194731087,0.07693222081482345,0.6717597471022129,0.4812389351799084,45,105,41,7
any_brar_level_2_3_vs_1,image_resnet50,image_only,predeclared stronger encoder check,1,20260606,0,0.6765921289060777,198,164,0.797979797979798,0.7148493543758967,0.8734177215189873,0.9078947368421053,0.8414634146341463,0.5882352941176471,0.38914488885345766,0.07272910251879407,0.7946556671449068,0.9481438017150214,138,14,20,26
severe_level_3_vs_1_2,image_resnet50,image_only,predeclared stronger encoder check,1,20260606,1,0.2917578135978509,198,52,0.6060606060606061,0.6090621707060063,0.4507042253521127,0.35555555555555557,0.6153846153846154,0.6027397260273972,0.5812817801790124,0.07615825157060822,0.6339567966280296,0.3845079585301318,32,58,88,20
any_brar_level_2_3_vs_1,image_resnet50,image_only,predeclared stronger encoder check,1,20260606,1,0.7182382964667036,198,164,0.702020202020202,0.6918938307030129,0.7972508591065293,0.9133858267716536,0.7073170731707317,0.6764705882352942,0.4133258683781418,0.08515255558446388,0.7657819225251076,0.9325620829589896,116,11,23,48
severe_level_3_vs_1_2,image_resnet50,image_only,predeclared stronger encoder check,1,20260606,2,0.3940101781691576,198,52,0.7373737373737373,0.6423867228661749,0.46938775510204084,0.5,0.4423076923076923,0.8424657534246576,0.5581394270458445,0.045428041622880326,0.6746575342465754,0.4214434051211626,23,23,123,29
any_brar_level_2_3_vs_1,image_resnet50,image_only,predeclared stronger encoder check,1,20260606,2,0.7649416418437287,198,164,0.6464646464646465,0.6583572453371593,0.75,0.9051724137931034,0.6402439024390244,0.6764705882352942,0.42723494357905945,0.07766084154336496,0.7288378766140603,0.9258298881053543,105,11,23,59
severe_level_3_vs_1_2,image_resnet50,image_only,predeclared stronger encoder check,1,20260606,3,0.3378596883126908,197,51,0.6345177664974619,0.6003223207091055,0.42857142857142855,0.36,0.5294117647058824,0.6712328767123288,0.5551840357754173,0.10124525244537781,0.6398066075745366,0.5056585647620764,27,48,98,24
any_brar_level_2_3_vs_1,image_resnet50,image_only,predeclared stronger encoder check,1,20260606,3,0.6362150022082319,197,163,0.8071065989847716,0.6855828220858895,0.8819875776397516,0.8930817610062893,0.8711656441717791,0.5,0.4013935322600198,0.08620926230863407,0.7838325514254781,0.935004959127217,142,17,17,21
severe_level_3_vs_1_2,image_resnet50,image_only,predeclared stronger encoder check,1,20260606,4,0.3558965762321254,197,51,0.700507614213198,0.6320843405855493,0.45871559633027525,0.43103448275862066,0.49019607843137253,0.773972602739726,0.5558062987520085,0.07591794602731874,0.651893634165995,0.41313251798587863,25,33,113,26
any_brar_level_2_3_vs_1,image_resnet50,image_only,predeclared stronger encoder check,1,20260606,4,0.7600171624995893,197,163,0.6751269035532995,0.6989354023818116,0.7714285714285715,0.9230769230769231,0.6625766871165644,0.7352941176470589,0.4110572368521655,0.07693416035188028,0.755503428365211,0.9319531089317276,108,9,25,55
severe_level_3_vs_1_2,image_resnet50,image_only,predeclared stronger encoder check,2,20260607,0,0.3437812797917514,198,52,0.6414141414141414,0.5896996838777661,0.4132231404958678,0.36231884057971014,0.4807692307692308,0.6986301369863014,0.575725319606847,0.06356930634545482,0.6280295047418335,0.4204338020399654,25,44,102,27
any_brar_level_2_3_vs_1,image_resnet50,image_only,predeclared stronger encoder check,2,20260607,0,0.8009786592760204,198,164,0.6111111111111112,0.6836441893830703,0.7094339622641509,0.9306930693069307,0.573170731707317,0.7941176470588235,0.4247917143635378,0.06210089681746737,0.7230989956958394,0.926869372718858,94,7,27,70
severe_level_3_vs_1_2,image_resnet50,image_only,predeclared stronger encoder check,2,20260607,1,0.31442671891171664,198,52,0.6515151515151515,0.6336933614330875,0.4732824427480916,0.3924050632911392,0.5961538461538461,0.6712328767123288,0.5598246347682403,0.07531811515328563,0.6733403582718652,0.4995050162901641,31,48,98,21
any_brar_level_2_3_vs_1,image_resnet50,image_only,predeclared stronger encoder check,2,20260607,1,0.7488680990990267,198,164,0.6818181818181818,0.7263271162123386,0.7741935483870968,0.9391304347826087,0.6585365853658537,0.7941176470588235,0.42000388832515284,0.07477975357801306,0.7591463414634148,0.9284728226200978,108,7,27,56
severe_level_3_vs_1_2,image_resnet50,image_only,predeclared stronger encoder check,2,20260607,2,0.26043977668130086,198,52,0.6060606060606061,0.5842992623814541,0.417910447761194,0.34146341463414637,0.5384615384615384,0.6301369863013698,0.5943487087354627,0.08468280970695308,0.6221022128556375,0.37414711569209264,28,54,92,24
any_brar_level_2_3_vs_1,image_resnet50,image_only,predeclared stronger encoder check,2,20260607,2,0.6005750634050057,198,164,0.7929292929292929,0.6768292682926829,0.8722741433021807,0.89171974522293,0.8536585365853658,0.5,0.41729960815670103,0.11184855929722055,0.7435437589670014,0.9279992589183044,140,17,17,24
severe_level_3_vs_1_2,image_resnet50,image_only,predeclared stronger encoder check,2,20260607,3,0.43700398758011305,197,51,0.7360406091370558,0.5922643029814666,0.36585365853658536,0.4838709677419355,0.29411764705882354,0.8904109589041096,0.5470289639748311,0.05398955939915322,0.693795326349718,0.4242591634610109,15,16,130,36
any_brar_level_2_3_vs_1,image_resnet50,image_only,predeclared stronger encoder check,2,20260607,3,0.7553622825925371,197,163,0.6446700507614214,0.692168892096716,0.7426470588235294,0.926605504587156,0.6196319018404908,0.7647058823529411,0.4126197194262597,0.07300756505560313,0.7715626127751714,0.9347900851193098,101,8,26,62
severe_level_3_vs_1_2,image_resnet50,image_only,predeclared stronger encoder check,2,20260607,4,0.42385629740464625,197,51,0.7411167512690355,0.6275852806876175,0.43956043956043955,0.5,0.39215686274509803,0.863013698630137,0.5713010223931354,0.07993961013030212,0.6240934730056407,0.4068362986572494,20,20,126,31
any_brar_level_2_3_vs_1,image_resnet50,image_only,predeclared stronger encoder check,2,20260607,4,0.7634699516285544,197,163,0.6700507614213198,0.7540599061710573,0.758364312267658,0.9622641509433962,0.6257668711656442,0.8823529411764706,0.4023873856282659,0.09559348415780713,0.8090941898231685,0.9543898312641835,102,4,30,61
severe_level_3_vs_1_2,image_resnet50,image_only,predeclared stronger encoder check,3,20260608,0,0.335023317859157,198,52,0.6212121212121212,0.5574288724973656,0.3697478991596639,0.3283582089552239,0.4230769230769231,0.6917808219178082,0.5767470058217045,0.09601974488066425,0.601949420442571,0.38469714849586156,22,45,101,30
any_brar_level_2_3_vs_1,image_resnet50,image_only,predeclared stronger encoder check,3,20260608,0,0.7562199466178149,198,164,0.6666666666666666,0.7404949784791965,0.7573529411764706,0.9537037037037037,0.6280487804878049,0.8529411764705882,0.3998867837264387,0.08191779522806496,0.7984218077474892,0.9430091874442285,103,5,29,61
severe_level_3_vs_1_2,image_resnet50,image_only,predeclared stronger encoder check,3,20260608,1,0.38545716154348036,198,52,0.7828282828282829,0.6793993677555321,0.5274725274725275,0.6153846153846154,0.46153846153846156,0.8972602739726028,0.4945664117969202,0.06030416291085337,0.7485511064278187,0.5904519771517612,24,15,131,28
any_brar_level_2_3_vs_1,image_resnet50,image_only,predeclared stronger encoder check,3,20260608,1,0.7762904910096422,198,164,0.5858585858585859,0.6917144906743184,0.6796875,0.9456521739130435,0.5304878048780488,0.8529411764705882,0.42727804302228484,0.07888425687882858,0.7460545193687232,0.9335892398193326,87,5,29,77
severe_level_3_vs_1_2,image_resnet50,image_only,predeclared stronger encoder check,3,20260608,2,0.4368224064902305,198,52,0.6717171717171717,0.5421496311907271,0.3010752688172043,0.34146341463414637,0.2692307692307692,0.815068493150685,0.6103978760968555,0.06860804401138298,0.5951001053740779,0.3473797175519232,14,27,119,38
any_brar_level_2_3_vs_1,image_resnet50,image_only,predeclared stronger encoder check,3,20260608,2,0.8106273870350207,198,164,0.5757575757575758,0.6856169296987087,0.6692913385826772,0.9444444444444444,0.5182926829268293,0.8529411764705882,0.4114202805761035,0.06405447219165743,0.7702654232424677,0.9393539488672578,85,5,29,79
severe_level_3_vs_1_2,image_resnet50,image_only,predeclared stronger encoder check,3,20260608,3,0.43842087131286256,197,51,0.7360406091370558,0.6560569433252753,0.49019607843137253,0.49019607843137253,0.49019607843137253,0.821917808219178,0.5737980216308219,0.06762028663392186,0.6517593338705345,0.4123487122005839,25,26,120,26
any_brar_level_2_3_vs_1,image_resnet50,image_only,predeclared stronger encoder check,3,20260608,3,0.7307705876498316,197,163,0.7360406091370558,0.6426380368098159,0.8311688311688312,0.8827586206896552,0.7852760736196319,0.5,0.4580462755565279,0.07454611396107066,0.6591483219054491,0.8734496353267965,128,17,17,35
severe_level_3_vs_1_2,image_resnet50,image_only,predeclared stronger encoder check,3,20260608,4,0.39380989742512346,197,51,0.6954314720812182,0.6286596830513027,0.45454545454545453,0.423728813559322,0.49019607843137253,0.7671232876712328,0.5713701173683828,0.10324129101672574,0.6485361267794788,0.48397509124757554,25,34,112,26
any_brar_level_2_3_vs_1,image_resnet50,image_only,predeclared stronger encoder check,3,20260608,4,0.7327045732670701,197,163,0.7309644670050761,0.7094009382894262,0.8203389830508474,0.9166666666666666,0.7423312883435583,0.6764705882352942,0.38194375914602213,0.07073058838475355,0.8110790328401298,0.956958644997022,121,11,23,42
severe_level_3_vs_1_2,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,1,20260606,0,0.3643804873889034,198,52,0.702020202020202,0.6679399367755532,0.512396694214876,0.4492753623188406,0.5961538461538461,0.7397260273972602,0.5138424332525916,0.04510574229643152,0.7224710221285564,0.5564155301955158,31,38,108,21
any_brar_level_2_3_vs_1,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,1,20260606,0,0.8736506984100976,198,164,0.5606060606060606,0.6764705882352942,0.6533864541832669,0.9425287356321839,0.5,0.8529411764705882,0.3695717956780464,0.05745636782111468,0.7996771879483501,0.9506231751850123,82,5,29,82
severe_level_3_vs_1_2,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,1,20260606,1,0.26865491653889056,198,52,0.5959595959595959,0.6207850368809273,0.4666666666666667,0.35714285714285715,0.6730769230769231,0.5684931506849316,0.5526398077883732,0.07423561542514134,0.6585879873551107,0.4701362128032116,35,63,83,17
any_brar_level_2_3_vs_1,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,1,20260606,1,0.6733506802265831,198,164,0.7727272727272727,0.6646341463414633,0.8580441640378549,0.8888888888888888,0.8292682926829268,0.5,0.39626844462227484,0.03728506706780815,0.7654232424677186,0.9410295395152604,136,17,17,28
severe_level_3_vs_1_2,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,1,20260606,2,0.45463265351706633,198,52,0.7878787878787878,0.6766332982086407,0.5227272727272727,0.6388888888888888,0.4423076923076923,0.910958904109589,0.5019539642940266,0.08887939060987297,0.7579030558482613,0.5725756368369129,23,13,133,29
any_brar_level_2_3_vs_1,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,1,20260606,2,0.728623889417134,198,164,0.7373737373737373,0.7715208034433285,0.8194444444444444,0.9516129032258065,0.7195121951219512,0.8235294117647058,0.3941265447125686,0.0865068108928789,0.8018292682926829,0.9451152350569849,118,6,28,46
severe_level_3_vs_1_2,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,1,20260606,3,0.1702410090309302,197,51,0.48223350253807107,0.5996508192318023,0.4574468085106383,0.31386861313868614,0.8431372549019608,0.3561643835616438,0.5751899418229077,0.10243507735756412,0.656191243620736,0.4234916243117415,43,94,52,8
any_brar_level_2_3_vs_1,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,1,20260606,3,0.7265858530609596,197,163,0.7411167512690355,0.7853662937567665,0.8210526315789474,0.9590163934426229,0.7177914110429447,0.8529411764705882,0.3686261228431988,0.10629476243170606,0.8421147600144352,0.9498497893778022,117,5,29,46
severe_level_3_vs_1_2,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,1,20260606,4,0.3118367479883264,197,51,0.6243654822335025,0.6381278538812785,0.4788732394366197,0.37362637362637363,0.6666666666666666,0.6095890410958904,0.5089976056390516,0.09654964260350643,0.7289820037604082,0.5977737792382317,34,57,89,17
any_brar_level_2_3_vs_1,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,1,20260606,4,0.8016480117588857,197,163,0.6345177664974619,0.7209491158426561,0.7272727272727273,0.9504950495049505,0.588957055214724,0.8529411764705882,0.3739639752581356,0.0769831081816394,0.8249729339588595,0.9580767442515474,96,5,29,67
severe_level_3_vs_1_2,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,2,20260607,0,0.4049750570888083,198,52,0.7121212121212122,0.6314541622760801,0.45714285714285713,0.4528301886792453,0.46153846153846156,0.8013698630136986,0.5312929008930796,0.05306773557281975,0.6925711275026343,0.48811986911871497,24,29,117,28
any_brar_level_2_3_vs_1,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,2,20260607,0,0.7144966519317949,198,164,0.7373737373737373,0.6899210903873745,0.8278145695364238,0.9057971014492754,0.7621951219512195,0.6176470588235294,0.41826234420159447,0.05614661725705227,0.7392395982783357,0.9293953391613948,125,13,21,39
severe_level_3_vs_1_2,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,2,20260607,1,0.3014366375538522,198,52,0.6262626262626263,0.6289515279241307,0.4714285714285714,0.375,0.6346153846153846,0.6232876712328768,0.5369767916344883,0.09064588665583023,0.6847997892518441,0.5007840109040903,33,55,91,19
any_brar_level_2_3_vs_1,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,2,20260607,1,0.7253466885793254,198,164,0.702020202020202,0.7152080344332855,0.794425087108014,0.926829268292683,0.6951219512195121,0.7352941176470589,0.3990714412792883,0.10001197869822546,0.8021879483500718,0.9517248818355823,114,9,25,50
severe_level_3_vs_1_2,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,2,20260607,2,0.19005194511985324,198,52,0.4797979797979798,0.5667808219178082,0.430939226519337,0.3023255813953488,0.75,0.3835616438356164,0.5766144582879285,0.09637594052109766,0.6498946259220233,0.4499883285794633,39,90,56,13
any_brar_level_2_3_vs_1,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,2,20260607,2,0.6294629827202969,198,164,0.7676767676767676,0.6848995695839312,0.8525641025641025,0.8986486486486487,0.8109756097560976,0.5588235294117647,0.3996455133760354,0.04905913288541286,0.7928622668579628,0.9391867332016441,133,15,19,31
severe_level_3_vs_1_2,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,2,20260607,3,0.37822363723053604,197,51,0.7157360406091371,0.6614961052914317,0.5,0.45901639344262296,0.5490196078431373,0.773972602739726,0.5001568923214313,0.08904987819787247,0.7536932581251679,0.5785361655706973,28,33,113,23
any_brar_level_2_3_vs_1,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,2,20260607,3,0.6880552759989464,197,163,0.7360406091370558,0.7357452183327319,0.821917808219178,0.9302325581395349,0.7361963190184049,0.7352941176470589,0.3866925824629961,0.07309122476315645,0.8085528690003608,0.9464079856145795,120,9,25,43
severe_level_3_vs_1_2,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,2,20260607,4,0.38744658914637636,197,51,0.7360406091370558,0.7007117915659414,0.5517241379310345,0.49230769230769234,0.6274509803921569,0.773972602739726,0.5418855730744578,0.08163168997403271,0.7147461724415793,0.46432735895193233,32,33,113,19
any_brar_level_2_3_vs_1,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,2,20260607,4,0.665997795314705,197,163,0.8121827411167513,0.7817574882713823,0.8794788273615635,0.9375,0.8282208588957055,0.7352941176470589,0.3395523133085997,0.07294224951561952,0.8561891014074341,0.9655624374531029,135,9,25,28
severe_level_3_vs_1_2,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,3,20260608,0,0.37861343202119707,198,52,0.6717171717171717,0.5916754478398314,0.4036697247706422,0.38596491228070173,0.4230769230769231,0.7602739726027398,0.5723343057002983,0.04617543855473206,0.6393572181243414,0.400758568523199,22,35,111,30
any_brar_level_2_3_vs_1,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,3,20260608,0,0.7311236753687652,198,164,0.7373737373737373,0.7715208034433285,0.8194444444444444,0.9516129032258065,0.7195121951219512,0.8235294117647058,0.36703100966319685,0.06593053133380139,0.8515064562410332,0.9642387260123395,118,6,28,46
severe_level_3_vs_1_2,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,3,20260608,1,0.37885910023615404,198,52,0.7121212121212122,0.6376448893572181,0.4672897196261682,0.45454545454545453,0.4807692307692308,0.7945205479452054,0.5179992306114669,0.07538198616163638,0.696390937829294,0.5226790114262982,25,30,116,27
any_brar_level_2_3_vs_1,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,3,20260608,1,0.7178649146119169,198,164,0.6818181818181818,0.7729555236728838,0.7675276752767528,0.9719626168224299,0.6341463414634146,0.9117647058823529,0.3849547299936799,0.08829741556115747,0.8298063127690101,0.9606840804334804,104,3,31,60
severe_level_3_vs_1_2,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,3,20260608,2,0.5020454206637788,198,52,0.7323232323232324,0.589436248682824,0.3614457831325301,0.4838709677419355,0.28846153846153844,0.8904109589041096,0.5456858888038556,0.05219661991892971,0.6858535300316123,0.4533303972816882,15,16,130,37
any_brar_level_2_3_vs_1,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,3,20260608,2,0.8246460391389776,198,164,0.5959595959595959,0.7211262553802009,0.6850393700787402,0.9666666666666667,0.5304878048780488,0.9117647058823529,0.3588988082261528,0.11037219199443214,0.8570659971305595,0.9659677486079302,87,3,31,77
severe_level_3_vs_1_2,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,3,20260608,3,0.36309210338132886,197,51,0.6192893401015228,0.6219446682782702,0.460431654676259,0.36363636363636365,0.6274509803921569,0.6164383561643836,0.5640139409236624,0.09565211306209391,0.6839914047810904,0.4937229781572168,32,56,90,19
any_brar_level_2_3_vs_1,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,3,20260608,3,0.8505628969671836,197,163,0.6802030456852792,0.7252796824251173,0.7725631768953068,0.9385964912280702,0.656441717791411,0.7941176470588235,0.3751395986015861,0.06041218680581413,0.7879826777336701,0.9342274049707162,107,7,27,56
severe_level_3_vs_1_2,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,3,20260608,4,0.42875049814361244,197,51,0.7258883248730964,0.6300698361536395,0.4489795918367347,0.46808510638297873,0.43137254901960786,0.8287671232876712,0.531225341869445,0.05418710951438231,0.7226698898737578,0.49745165552877546,22,25,121,29
any_brar_level_2_3_vs_1,image_tile_efficientnet_b0_meanmax,image_only,tile-based image-only baseline,3,20260608,4,0.730065823274017,197,163,0.751269035532995,0.721670876939733,0.8361204013377926,0.9191176470588235,0.7668711656441718,0.6764705882352942,0.38813339667114927,0.07740429178530758,0.7883435582822086,0.9411263091830638,125,11,23,38
severe_level_3_vs_1_2,majority_class,baseline,minimum class-prior baseline,1,20260606,0,0.26013513739864863,198,52,0.26262626262626265,0.5,0.416,0.26262626262626265,1.0,0.0,0.5758021083876891,0.002491125227614077,0.5,0.26262626262626265,52,146,0,0
any_brar_level_2_3_vs_1,majority_class,baseline,minimum class-prior baseline,1,20260606,0,0.5,198,164,0.8282828282828283,0.5,0.9060773480662984,0.8282828282828283,1.0,0.0,0.45859976724742807,0.0005801265598550653,0.5,0.8282828282828283,164,34,0,0
severe_level_3_vs_1_2,majority_class,baseline,minimum class-prior baseline,1,20260606,1,0.26013513739864863,198,52,0.26262626262626265,0.5,0.416,0.26262626262626265,1.0,0.0,0.5758021083876892,0.002491125227614077,0.5,0.26262626262626265,52,146,0,0
any_brar_level_2_3_vs_1,majority_class,baseline,minimum class-prior baseline,1,20260606,1,0.5,198,164,0.8282828282828283,0.5,0.9060773480662984,0.8282828282828283,1.0,0.0,0.4585997672474281,0.0005801265598550653,0.5,0.8282828282828283,164,34,0,0
severe_level_3_vs_1_2,majority_class,baseline,minimum class-prior baseline,1,20260606,2,0.2613827973861721,198,52,0.26262626262626265,0.5,0.416,0.26262626262626265,1.0,0.0,0.5757900202487919,0.0012434652400906132,0.5,0.26262626262626265,52,146,0,0
any_brar_level_2_3_vs_1,majority_class,baseline,minimum class-prior baseline,1,20260606,2,0.5,198,164,0.8282828282828283,0.5,0.9060773480662984,0.8282828282828283,1.0,0.0,0.45859888077150274,0.0002895765627601854,0.5,0.8282828282828283,164,34,0,0
severe_level_3_vs_1_2,majority_class,baseline,minimum class-prior baseline,1,20260606,3,0.26262626,197,51,0.25888324873096447,0.5,0.4112903225806452,0.25888324873096447,1.0,0.0,0.5719218711662615,0.0037430112690356454,0.5,0.25888324873096447,51,146,0,0
any_brar_level_2_3_vs_1,majority_class,baseline,minimum class-prior baseline,1,20260606,3,0.5,197,163,0.8274111675126904,0.5,0.9055555555555556,0.8274111675126904,1.0,0.0,0.45997014962742533,0.0008716624873097434,0.5,0.8274111675126904,163,34,0,0
severe_level_3_vs_1_2,majority_class,baseline,minimum class-prior baseline,1,20260606,4,0.2613827973861721,197,51,0.25888324873096447,0.5,0.4112903225806452,0.25888324873096447,1.0,0.0,0.5719018006079338,0.002499548655207573,0.5,0.25888324873096447,51,146,0,0
any_brar_level_2_3_vs_1,majority_class,baseline,minimum class-prior baseline,1,20260606,4,0.5,197,163,0.8274111675126904,0.5,0.9055555555555556,0.8274111675126904,1.0,0.0,0.4599686706499031,0.0005820842073777088,0.5,0.8274111675126904,163,34,0,0
severe_level_3_vs_1_2,majority_class,baseline,minimum class-prior baseline,2,20260607,0,0.26013513739864863,198,52,0.26262626262626265,0.5,0.416,0.26262626262626265,1.0,0.0,0.5758021083876891,0.002491125227614077,0.5,0.26262626262626265,52,146,0,0
any_brar_level_2_3_vs_1,majority_class,baseline,minimum class-prior baseline,2,20260607,0,0.5,198,164,0.8282828282828283,0.5,0.9060773480662984,0.8282828282828283,1.0,0.0,0.4585997672474281,0.0005801265598550653,0.5,0.8282828282828283,164,34,0,0
severe_level_3_vs_1_2,majority_class,baseline,minimum class-prior baseline,2,20260607,1,0.26013513739864863,198,52,0.26262626262626265,0.5,0.416,0.26262626262626265,1.0,0.0,0.5758021083876891,0.002491125227614077,0.5,0.26262626262626265,52,146,0,0
any_brar_level_2_3_vs_1,majority_class,baseline,minimum class-prior baseline,2,20260607,1,0.5,198,164,0.8282828282828283,0.5,0.9060773480662984,0.8282828282828283,1.0,0.0,0.45859976724742807,0.0005801265598550653,0.5,0.8282828282828283,164,34,0,0
severe_level_3_vs_1_2,majority_class,baseline,minimum class-prior baseline,2,20260607,2,0.2613827973861721,198,52,0.26262626262626265,0.5,0.416,0.26262626262626265,1.0,0.0,0.5757900202487919,0.0012434652400906132,0.5,0.26262626262626265,52,146,0,0
any_brar_level_2_3_vs_1,majority_class,baseline,minimum class-prior baseline,2,20260607,2,0.5,198,164,0.8282828282828283,0.5,0.9060773480662984,0.8282828282828283,1.0,0.0,0.4585988807715026,0.0002895765627601854,0.5,0.8282828282828283,164,34,0,0
severe_level_3_vs_1_2,majority_class,baseline,minimum class-prior baseline,2,20260607,3,0.26262626,197,51,0.25888324873096447,0.5,0.4112903225806452,0.25888324873096447,1.0,0.0,0.5719218711662615,0.0037430112690356454,0.5,0.25888324873096447,51,146,0,0
any_brar_level_2_3_vs_1,majority_class,baseline,minimum class-prior baseline,2,20260607,3,0.5,197,163,0.8274111675126904,0.5,0.9055555555555556,0.8274111675126904,1.0,0.0,0.45997014962742533,0.0008716624873097434,0.5,0.8274111675126904,163,34,0,0
severe_level_3_vs_1_2,majority_class,baseline,minimum class-prior baseline,2,20260607,4,0.2613827973861721,197,51,0.25888324873096447,0.5,0.4112903225806452,0.25888324873096447,1.0,0.0,0.5719018006079338,0.002499548655207573,0.5,0.25888324873096447,51,146,0,0
any_brar_level_2_3_vs_1,majority_class,baseline,minimum class-prior baseline,2,20260607,4,0.5,197,163,0.8274111675126904,0.5,0.9055555555555556,0.8274111675126904,1.0,0.0,0.4599686706499031,0.0005820842073777088,0.5,0.8274111675126904,163,34,0,0
