model_id,repeat,seed,fold,task,threshold_source,threshold,n,positive_n,accuracy,balanced_accuracy,f1,precision,sensitivity,specificity,log_loss,ece_10,auroc,average_precision
age_sex,1,20260606,2,level_3_vs_lower,validation_youden,0.5,198,52,0.7373737373737373,0.5742887249736565,0.3157894736842105,0.5,0.23076923076923078,0.9178082191780822,0.5777884130249928,0.10744814826943266,0.5885800842992623,0.4156471168868594
age_sex,1,20260606,3,level_1_vs_higher,validation_youden,0.6217537900000001,197,163,0.751269035532995,0.721670876939733,0.8361204013377926,0.9191176470588235,0.7668711656441718,0.6764705882352942,0.41995481564764847,0.05809242349015932,0.8084626488632263,0.9409851829262944
age_sex,1,20260606,3,level_3_vs_lower,validation_youden,0.45621426,197,51,0.7360406091370558,0.5731265108783239,0.3157894736842105,0.48,0.23529411764705882,0.910958904109589,0.608483523885266,0.12482525182501679,0.5398200376040828,0.33765999849638095
age_sex,1,20260606,4,level_1_vs_higher,validation_youden,0.68893549,197,163,0.7106598984771574,0.7436845904005773,0.7985865724381626,0.9416666666666667,0.6932515337423313,0.7941176470588235,0.4049561057309731,0.08004390995181129,0.8242511728617828,0.9519192805181287
age_sex,1,20260606,4,level_3_vs_lower,validation_youden,0.42652123,197,51,0.7360406091370558,0.5795057749127048,0.3333333333333333,0.48148148148148145,0.2549019607843137,0.9041095890410958,0.5712520713112156,0.09167488990934526,0.6097233413913511,0.36039567185636184
age_sex,2,20260607,0,level_1_vs_higher,validation_youden,0.5684834400000001,198,164,0.7878787878787878,0.7087517934002869,0.8662420382165605,0.9066666666666666,0.8292682926829268,0.5882352941176471,0.4196363800217875,0.05212845188579575,0.8032639885222381,0.9431077539742942
age_sex,2,20260607,0,level_3_vs_lower,validation_youden,0.4654863246548633,198,52,0.7373737373737373,0.5495258166491044,0.23529411764705882,0.5,0.15384615384615385,0.9452054794520548,0.618497018602668,0.13944263890808792,0.4895943097997893,0.3008533327868852
age_sex,2,20260607,1,level_1_vs_higher,validation_youden,0.520621295206213,198,164,0.8585858585858586,0.7980631276901005,0.9125,0.9358974358974359,0.8902439024390244,0.7058823529411765,0.3688029416840257,0.09119768214115825,0.8819045911047344,0.9674092572159014
age_sex,2,20260607,1,level_3_vs_lower,validation_youden,0.27664744,198,52,0.41414141414141414,0.559404636459431,0.4368932038834951,0.2922077922077922,0.8653846153846154,0.2534246575342466,0.5734886496728926,0.08567214046371824,0.6153846153846154,0.4391655643072525
age_sex,2,20260607,2,level_1_vs_higher,validation_youden,0.66094111,198,164,0.6666666666666666,0.7055236728837877,0.762589928057554,0.9298245614035088,0.6463414634146342,0.7647058823529411,0.4873629541826736,0.18153966056079618,0.8003945480631276,0.9331515904228123
age_sex,2,20260607,2,level_3_vs_lower,validation_youden,0.33687481,198,52,0.5656565656565656,0.5445205479452055,0.37681159420289856,0.3023255813953488,0.5,0.589041095890411,0.585611645341555,0.07460632671992955,0.571786090621707,0.29808671460976477
age_sex,2,20260607,3,level_1_vs_higher,validation_youden,0.69065257,197,163,0.6751269035532995,0.757127390833634,0.762962962962963,0.9626168224299065,0.6319018404907976,0.8823529411764706,0.4303857457933493,0.11474923822753173,0.8136051966798991,0.9280163773519441
age_sex,2,20260607,3,level_3_vs_lower,validation_youden,0.38070223,197,51,0.649746192893401,0.5786999731399409,0.3893805309734513,0.3548387096774194,0.43137254901960786,0.726027397260274,0.5809062382319642,0.11376039244391543,0.5899811979586356,0.3651193149069689
age_sex,2,20260607,4,level_1_vs_higher,validation_youden,0.62378518,197,163,0.8020304568527918,0.7988993143269578,0.8704318936877077,0.9492753623188406,0.803680981595092,0.7941176470588235,0.3414996079775171,0.07583624303127665,0.8983219054492964,0.9766851597802543
