repeat,seed,fold,eval_split,model,feature_set,true_label,pred_label,count
1,20260606,3,val,stratified_random,class_prior,3,1,7
1,20260606,3,val,stratified_random,class_prior,3,2,32
1,20260606,3,val,stratified_random,class_prior,3,3,12
1,20260606,3,test,majority_class,class_prior,1,1,0
1,20260606,3,test,majority_class,class_prior,1,2,34
1,20260606,3,test,majority_class,class_prior,1,3,0
1,20260606,3,test,majority_class,class_prior,2,1,0
1,20260606,3,test,majority_class,class_prior,2,2,112
1,20260606,3,test,majority_class,class_prior,2,3,0
1,20260606,3,test,majority_class,class_prior,3,1,0
1,20260606,3,test,majority_class,class_prior,3,2,51
1,20260606,3,test,majority_class,class_prior,3,3,0
1,20260606,3,test,stratified_random,class_prior,1,1,5
1,20260606,3,test,stratified_random,class_prior,1,2,21
1,20260606,3,test,stratified_random,class_prior,1,3,8
1,20260606,3,test,stratified_random,class_prior,2,1,11
1,20260606,3,test,stratified_random,class_prior,2,2,63
1,20260606,3,test,stratified_random,class_prior,2,3,38
1,20260606,3,test,stratified_random,class_prior,3,1,9
1,20260606,3,test,stratified_random,class_prior,3,2,26
1,20260606,3,test,stratified_random,class_prior,3,3,16
1,20260606,3,val,multinomial_logistic,age_sex,1,1,25
1,20260606,3,val,multinomial_logistic,age_sex,1,2,5
1,20260606,3,val,multinomial_logistic,age_sex,1,3,4
1,20260606,3,val,multinomial_logistic,age_sex,2,1,24
1,20260606,3,val,multinomial_logistic,age_sex,2,2,58
1,20260606,3,val,multinomial_logistic,age_sex,2,3,30
1,20260606,3,val,multinomial_logistic,age_sex,3,1,13
1,20260606,3,val,multinomial_logistic,age_sex,3,2,17
1,20260606,3,val,multinomial_logistic,age_sex,3,3,21
1,20260606,3,test,multinomial_logistic,age_sex,1,1,24
1,20260606,3,test,multinomial_logistic,age_sex,1,2,8
1,20260606,3,test,multinomial_logistic,age_sex,1,3,2
1,20260606,3,test,multinomial_logistic,age_sex,2,1,25
1,20260606,3,test,multinomial_logistic,age_sex,2,2,63
1,20260606,3,test,multinomial_logistic,age_sex,2,3,24
1,20260606,3,test,multinomial_logistic,age_sex,3,1,17
1,20260606,3,test,multinomial_logistic,age_sex,3,2,21
1,20260606,3,test,multinomial_logistic,age_sex,3,3,13
1,20260606,3,val,multinomial_logistic,image_geometry_file,1,1,20
1,20260606,3,val,multinomial_logistic,image_geometry_file,1,2,13
1,20260606,3,val,multinomial_logistic,image_geometry_file,1,3,1
1,20260606,3,val,multinomial_logistic,image_geometry_file,2,1,73
1,20260606,3,val,multinomial_logistic,image_geometry_file,2,2,37
1,20260606,3,val,multinomial_logistic,image_geometry_file,2,3,2
1,20260606,3,val,multinomial_logistic,image_geometry_file,3,1,30
1,20260606,3,val,multinomial_logistic,image_geometry_file,3,2,17
1,20260606,3,val,multinomial_logistic,image_geometry_file,3,3,4
1,20260606,3,test,multinomial_logistic,image_geometry_file,1,1,23
1,20260606,3,test,multinomial_logistic,image_geometry_file,1,2,11
1,20260606,3,test,multinomial_logistic,image_geometry_file,1,3,0
1,20260606,3,test,multinomial_logistic,image_geometry_file,2,1,68
1,20260606,3,test,multinomial_logistic,image_geometry_file,2,2,41
1,20260606,3,test,multinomial_logistic,image_geometry_file,2,3,3
1,20260606,3,test,multinomial_logistic,image_geometry_file,3,1,37
1,20260606,3,test,multinomial_logistic,image_geometry_file,3,2,11
1,20260606,3,test,multinomial_logistic,image_geometry_file,3,3,3
1,20260606,3,val,multinomial_logistic,admin_index,1,1,11
1,20260606,3,val,multinomial_logistic,admin_index,1,2,4
1,20260606,3,val,multinomial_logistic,admin_index,1,3,19
1,20260606,3,val,multinomial_logistic,admin_index,2,1,60
1,20260606,3,val,multinomial_logistic,admin_index,2,2,0
1,20260606,3,val,multinomial_logistic,admin_index,2,3,52
1,20260606,3,val,multinomial_logistic,admin_index,3,1,21
1,20260606,3,val,multinomial_logistic,admin_index,3,2,0
1,20260606,3,val,multinomial_logistic,admin_index,3,3,30
1,20260606,3,test,multinomial_logistic,admin_index,1,1,11
1,20260606,3,test,multinomial_logistic,admin_index,1,2,1
1,20260606,3,test,multinomial_logistic,admin_index,1,3,22
1,20260606,3,test,multinomial_logistic,admin_index,2,1,59
1,20260606,3,test,multinomial_logistic,admin_index,2,2,2
1,20260606,3,test,multinomial_logistic,admin_index,2,3,51
1,20260606,3,test,multinomial_logistic,admin_index,3,1,21
1,20260606,3,test,multinomial_logistic,admin_index,3,2,0
1,20260606,3,test,multinomial_logistic,admin_index,3,3,30
1,20260606,3,val,multinomial_logistic,age_sex_geometry,1,1,25
1,20260606,3,val,multinomial_logistic,age_sex_geometry,1,2,6
1,20260606,3,val,multinomial_logistic,age_sex_geometry,1,3,3
1,20260606,3,val,multinomial_logistic,age_sex_geometry,2,1,27
1,20260606,3,val,multinomial_logistic,age_sex_geometry,2,2,57
1,20260606,3,val,multinomial_logistic,age_sex_geometry,2,3,28
1,20260606,3,val,multinomial_logistic,age_sex_geometry,3,1,16
1,20260606,3,val,multinomial_logistic,age_sex_geometry,3,2,15
1,20260606,3,val,multinomial_logistic,age_sex_geometry,3,3,20
1,20260606,3,test,multinomial_logistic,age_sex_geometry,1,1,24
1,20260606,3,test,multinomial_logistic,age_sex_geometry,1,2,7
1,20260606,3,test,multinomial_logistic,age_sex_geometry,1,3,3
1,20260606,3,test,multinomial_logistic,age_sex_geometry,2,1,29
1,20260606,3,test,multinomial_logistic,age_sex_geometry,2,2,58
1,20260606,3,test,multinomial_logistic,age_sex_geometry,2,3,25
1,20260606,3,test,multinomial_logistic,age_sex_geometry,3,1,16
1,20260606,3,test,multinomial_logistic,age_sex_geometry,3,2,19
1,20260606,3,test,multinomial_logistic,age_sex_geometry,3,3,16
1,20260606,3,val,multinomial_logistic,downstream_status,1,1,28
1,20260606,3,val,multinomial_logistic,downstream_status,1,2,4
1,20260606,3,val,multinomial_logistic,downstream_status,1,3,2
1,20260606,3,val,multinomial_logistic,downstream_status,2,1,72
1,20260606,3,val,multinomial_logistic,downstream_status,2,2,18
1,20260606,3,val,multinomial_logistic,downstream_status,2,3,22
1,20260606,3,val,multinomial_logistic,downstream_status,3,1,25
1,20260606,3,val,multinomial_logistic,downstream_status,3,2,9
1,20260606,3,val,multinomial_logistic,downstream_status,3,3,17
1,20260606,3,test,multinomial_logistic,downstream_status,1,1,31
1,20260606,3,test,multinomial_logistic,downstream_status,1,2,3
1,20260606,3,test,multinomial_logistic,downstream_status,1,3,0
1,20260606,3,test,multinomial_logistic,downstream_status,2,1,64
1,20260606,3,test,multinomial_logistic,downstream_status,2,2,23
1,20260606,3,test,multinomial_logistic,downstream_status,2,3,25
1,20260606,3,test,multinomial_logistic,downstream_status,3,1,26
1,20260606,3,test,multinomial_logistic,downstream_status,3,2,10
1,20260606,3,test,multinomial_logistic,downstream_status,3,3,15
1,20260606,3,val,multinomial_logistic,downstream_plus_age_sex,1,1,27
1,20260606,3,val,multinomial_logistic,downstream_plus_age_sex,1,2,7
1,20260606,3,val,multinomial_logistic,downstream_plus_age_sex,1,3,0
1,20260606,3,val,multinomial_logistic,downstream_plus_age_sex,2,1,29
1,20260606,3,val,multinomial_logistic,downstream_plus_age_sex,2,2,64
1,20260606,3,val,multinomial_logistic,downstream_plus_age_sex,2,3,19
1,20260606,3,val,multinomial_logistic,downstream_plus_age_sex,3,1,14
1,20260606,3,val,multinomial_logistic,downstream_plus_age_sex,3,2,19
1,20260606,3,val,multinomial_logistic,downstream_plus_age_sex,3,3,18
1,20260606,3,test,multinomial_logistic,downstream_plus_age_sex,1,1,26
1,20260606,3,test,multinomial_logistic,downstream_plus_age_sex,1,2,8
1,20260606,3,test,multinomial_logistic,downstream_plus_age_sex,1,3,0
1,20260606,3,test,multinomial_logistic,downstream_plus_age_sex,2,1,27
1,20260606,3,test,multinomial_logistic,downstream_plus_age_sex,2,2,64
1,20260606,3,test,multinomial_logistic,downstream_plus_age_sex,2,3,21
1,20260606,3,test,multinomial_logistic,downstream_plus_age_sex,3,1,17
1,20260606,3,test,multinomial_logistic,downstream_plus_age_sex,3,2,20
1,20260606,3,test,multinomial_logistic,downstream_plus_age_sex,3,3,14
1,20260606,4,val,majority_class,class_prior,1,1,0
1,20260606,4,val,majority_class,class_prior,1,2,34
1,20260606,4,val,majority_class,class_prior,1,3,0
1,20260606,4,val,majority_class,class_prior,2,1,0
1,20260606,4,val,majority_class,class_prior,2,2,112
1,20260606,4,val,majority_class,class_prior,2,3,0
1,20260606,4,val,majority_class,class_prior,3,1,0
1,20260606,4,val,majority_class,class_prior,3,2,52
1,20260606,4,val,majority_class,class_prior,3,3,0
1,20260606,4,val,stratified_random,class_prior,1,1,4
1,20260606,4,val,stratified_random,class_prior,1,2,19
1,20260606,4,val,stratified_random,class_prior,1,3,11
1,20260606,4,val,stratified_random,class_prior,2,1,12
1,20260606,4,val,stratified_random,class_prior,2,2,67
1,20260606,4,val,stratified_random,class_prior,2,3,33
1,20260606,4,val,stratified_random,class_prior,3,1,14
1,20260606,4,val,stratified_random,class_prior,3,2,27
1,20260606,4,val,stratified_random,class_prior,3,3,11
1,20260606,4,test,majority_class,class_prior,1,1,0
1,20260606,4,test,majority_class,class_prior,1,2,34
1,20260606,4,test,majority_class,class_prior,1,3,0
1,20260606,4,test,majority_class,class_prior,2,1,0
1,20260606,4,test,majority_class,class_prior,2,2,112
1,20260606,4,test,majority_class,class_prior,2,3,0
1,20260606,4,test,majority_class,class_prior,3,1,0
1,20260606,4,test,majority_class,class_prior,3,2,51
1,20260606,4,test,majority_class,class_prior,3,3,0
1,20260606,4,test,stratified_random,class_prior,1,1,5
1,20260606,4,test,stratified_random,class_prior,1,2,18
1,20260606,4,test,stratified_random,class_prior,1,3,11
1,20260606,4,test,stratified_random,class_prior,2,1,16
1,20260606,4,test,stratified_random,class_prior,2,2,75
1,20260606,4,test,stratified_random,class_prior,2,3,21
1,20260606,4,test,stratified_random,class_prior,3,1,7
1,20260606,4,test,stratified_random,class_prior,3,2,31
1,20260606,4,test,stratified_random,class_prior,3,3,13
1,20260606,4,val,multinomial_logistic,age_sex,1,1,27
1,20260606,4,val,multinomial_logistic,age_sex,1,2,2
1,20260606,4,val,multinomial_logistic,age_sex,1,3,5
1,20260606,4,val,multinomial_logistic,age_sex,2,1,27
1,20260606,4,val,multinomial_logistic,age_sex,2,2,57
1,20260606,4,val,multinomial_logistic,age_sex,2,3,28
1,20260606,4,val,multinomial_logistic,age_sex,3,1,12
1,20260606,4,val,multinomial_logistic,age_sex,3,2,25
1,20260606,4,val,multinomial_logistic,age_sex,3,3,15
1,20260606,4,test,multinomial_logistic,age_sex,1,1,25
1,20260606,4,test,multinomial_logistic,age_sex,1,2,5
1,20260606,4,test,multinomial_logistic,age_sex,1,3,4
1,20260606,4,test,multinomial_logistic,age_sex,2,1,28
1,20260606,4,test,multinomial_logistic,age_sex,2,2,59
1,20260606,4,test,multinomial_logistic,age_sex,2,3,25
1,20260606,4,test,multinomial_logistic,age_sex,3,1,14
1,20260606,4,test,multinomial_logistic,age_sex,3,2,20
1,20260606,4,test,multinomial_logistic,age_sex,3,3,17
1,20260606,4,val,multinomial_logistic,image_geometry_file,1,1,19
1,20260606,4,val,multinomial_logistic,image_geometry_file,1,2,14
1,20260606,4,val,multinomial_logistic,image_geometry_file,1,3,1
1,20260606,4,val,multinomial_logistic,image_geometry_file,2,1,37
1,20260606,4,val,multinomial_logistic,image_geometry_file,2,2,64
1,20260606,4,val,multinomial_logistic,image_geometry_file,2,3,11
1,20260606,4,val,multinomial_logistic,image_geometry_file,3,1,23
1,20260606,4,val,multinomial_logistic,image_geometry_file,3,2,28
1,20260606,4,val,multinomial_logistic,image_geometry_file,3,3,1
1,20260606,4,test,multinomial_logistic,image_geometry_file,1,1,15
1,20260606,4,test,multinomial_logistic,image_geometry_file,1,2,16
1,20260606,4,test,multinomial_logistic,image_geometry_file,1,3,3
1,20260606,4,test,multinomial_logistic,image_geometry_file,2,1,52
1,20260606,4,test,multinomial_logistic,image_geometry_file,2,2,57
1,20260606,4,test,multinomial_logistic,image_geometry_file,2,3,3
1,20260606,4,test,multinomial_logistic,image_geometry_file,3,1,23
1,20260606,4,test,multinomial_logistic,image_geometry_file,3,2,20
1,20260606,4,test,multinomial_logistic,image_geometry_file,3,3,8
1,20260606,4,val,multinomial_logistic,admin_index,1,1,9
1,20260606,4,val,multinomial_logistic,admin_index,1,2,1
1,20260606,4,val,multinomial_logistic,admin_index,1,3,24
1,20260606,4,val,multinomial_logistic,admin_index,2,1,64
1,20260606,4,val,multinomial_logistic,admin_index,2,2,0
1,20260606,4,val,multinomial_logistic,admin_index,2,3,48
1,20260606,4,val,multinomial_logistic,admin_index,3,1,23
1,20260606,4,val,multinomial_logistic,admin_index,3,2,1
1,20260606,4,val,multinomial_logistic,admin_index,3,3,28
1,20260606,4,test,multinomial_logistic,admin_index,1,1,11
1,20260606,4,test,multinomial_logistic,admin_index,1,2,4
1,20260606,4,test,multinomial_logistic,admin_index,1,3,19
1,20260606,4,test,multinomial_logistic,admin_index,2,1,60
1,20260606,4,test,multinomial_logistic,admin_index,2,2,0
1,20260606,4,test,multinomial_logistic,admin_index,2,3,52
1,20260606,4,test,multinomial_logistic,admin_index,3,1,21
1,20260606,4,test,multinomial_logistic,admin_index,3,2,0
1,20260606,4,test,multinomial_logistic,admin_index,3,3,30
1,20260606,4,val,multinomial_logistic,age_sex_geometry,1,1,28
1,20260606,4,val,multinomial_logistic,age_sex_geometry,1,2,5
1,20260606,4,val,multinomial_logistic,age_sex_geometry,1,3,1
1,20260606,4,val,multinomial_logistic,age_sex_geometry,2,1,37
1,20260606,4,val,multinomial_logistic,age_sex_geometry,2,2,63
1,20260606,4,val,multinomial_logistic,age_sex_geometry,2,3,12
1,20260606,4,val,multinomial_logistic,age_sex_geometry,3,1,14
1,20260606,4,val,multinomial_logistic,age_sex_geometry,3,2,28
1,20260606,4,val,multinomial_logistic,age_sex_geometry,3,3,10
1,20260606,4,test,multinomial_logistic,age_sex_geometry,1,1,27
1,20260606,4,test,multinomial_logistic,age_sex_geometry,1,2,5
1,20260606,4,test,multinomial_logistic,age_sex_geometry,1,3,2
1,20260606,4,test,multinomial_logistic,age_sex_geometry,2,1,46
1,20260606,4,test,multinomial_logistic,age_sex_geometry,2,2,55
1,20260606,4,test,multinomial_logistic,age_sex_geometry,2,3,11
1,20260606,4,test,multinomial_logistic,age_sex_geometry,3,1,20
1,20260606,4,test,multinomial_logistic,age_sex_geometry,3,2,24
1,20260606,4,test,multinomial_logistic,age_sex_geometry,3,3,7
1,20260606,4,val,multinomial_logistic,downstream_status,1,1,31
1,20260606,4,val,multinomial_logistic,downstream_status,1,2,3
1,20260606,4,val,multinomial_logistic,downstream_status,1,3,0
1,20260606,4,val,multinomial_logistic,downstream_status,2,1,65
1,20260606,4,val,multinomial_logistic,downstream_status,2,2,22
1,20260606,4,val,multinomial_logistic,downstream_status,2,3,25
1,20260606,4,val,multinomial_logistic,downstream_status,3,1,17
1,20260606,4,val,multinomial_logistic,downstream_status,3,2,11
1,20260606,4,val,multinomial_logistic,downstream_status,3,3,24
1,20260606,4,test,multinomial_logistic,downstream_status,1,1,29
1,20260606,4,test,multinomial_logistic,downstream_status,1,2,3
1,20260606,4,test,multinomial_logistic,downstream_status,1,3,2
1,20260606,4,test,multinomial_logistic,downstream_status,2,1,75
1,20260606,4,test,multinomial_logistic,downstream_status,2,2,14
1,20260606,4,test,multinomial_logistic,downstream_status,2,3,23
1,20260606,4,test,multinomial_logistic,downstream_status,3,1,25
1,20260606,4,test,multinomial_logistic,downstream_status,3,2,10
1,20260606,4,test,multinomial_logistic,downstream_status,3,3,16
1,20260606,4,val,multinomial_logistic,downstream_plus_age_sex,1,1,30
1,20260606,4,val,multinomial_logistic,downstream_plus_age_sex,1,2,2
1,20260606,4,val,multinomial_logistic,downstream_plus_age_sex,1,3,2
1,20260606,4,val,multinomial_logistic,downstream_plus_age_sex,2,1,32
1,20260606,4,val,multinomial_logistic,downstream_plus_age_sex,2,2,63
1,20260606,4,val,multinomial_logistic,downstream_plus_age_sex,2,3,17
1,20260606,4,val,multinomial_logistic,downstream_plus_age_sex,3,1,12
1,20260606,4,val,multinomial_logistic,downstream_plus_age_sex,3,2,21
1,20260606,4,val,multinomial_logistic,downstream_plus_age_sex,3,3,19
1,20260606,4,test,multinomial_logistic,downstream_plus_age_sex,1,1,28
1,20260606,4,test,multinomial_logistic,downstream_plus_age_sex,1,2,6
1,20260606,4,test,multinomial_logistic,downstream_plus_age_sex,1,3,0
1,20260606,4,test,multinomial_logistic,downstream_plus_age_sex,2,1,32
1,20260606,4,test,multinomial_logistic,downstream_plus_age_sex,2,2,63
1,20260606,4,test,multinomial_logistic,downstream_plus_age_sex,2,3,17
1,20260606,4,test,multinomial_logistic,downstream_plus_age_sex,3,1,16
1,20260606,4,test,multinomial_logistic,downstream_plus_age_sex,3,2,18
1,20260606,4,test,multinomial_logistic,downstream_plus_age_sex,3,3,17
2,20260607,0,val,majority_class,class_prior,1,1,0
2,20260607,0,val,majority_class,class_prior,1,2,34
2,20260607,0,val,majority_class,class_prior,1,3,0
2,20260607,0,val,majority_class,class_prior,2,1,0
2,20260607,0,val,majority_class,class_prior,2,2,112
2,20260607,0,val,majority_class,class_prior,2,3,0
2,20260607,0,val,majority_class,class_prior,3,1,0
2,20260607,0,val,majority_class,class_prior,3,2,52
2,20260607,0,val,majority_class,class_prior,3,3,0
2,20260607,0,val,stratified_random,class_prior,1,1,3
2,20260607,0,val,stratified_random,class_prior,1,2,24
2,20260607,0,val,stratified_random,class_prior,1,3,7
2,20260607,0,val,stratified_random,class_prior,2,1,22
2,20260607,0,val,stratified_random,class_prior,2,2,62
2,20260607,0,val,stratified_random,class_prior,2,3,28
2,20260607,0,val,stratified_random,class_prior,3,1,13
2,20260607,0,val,stratified_random,class_prior,3,2,26
2,20260607,0,val,stratified_random,class_prior,3,3,13
2,20260607,0,test,majority_class,class_prior,1,1,0
2,20260607,0,test,majority_class,class_prior,1,2,34
2,20260607,0,test,majority_class,class_prior,1,3,0
2,20260607,0,test,majority_class,class_prior,2,1,0
2,20260607,0,test,majority_class,class_prior,2,2,112
2,20260607,0,test,majority_class,class_prior,2,3,0
2,20260607,0,test,majority_class,class_prior,3,1,0
2,20260607,0,test,majority_class,class_prior,3,2,52
2,20260607,0,test,majority_class,class_prior,3,3,0
2,20260607,0,test,stratified_random,class_prior,1,1,8
2,20260607,0,test,stratified_random,class_prior,1,2,16
2,20260607,0,test,stratified_random,class_prior,1,3,10
2,20260607,0,test,stratified_random,class_prior,2,1,20
2,20260607,0,test,stratified_random,class_prior,2,2,68
2,20260607,0,test,stratified_random,class_prior,2,3,24
2,20260607,0,test,stratified_random,class_prior,3,1,12
2,20260607,0,test,stratified_random,class_prior,3,2,29
2,20260607,0,test,stratified_random,class_prior,3,3,11
2,20260607,0,val,multinomial_logistic,age_sex,1,1,29
2,20260607,0,val,multinomial_logistic,age_sex,1,2,2
2,20260607,0,val,multinomial_logistic,age_sex,1,3,3
2,20260607,0,val,multinomial_logistic,age_sex,2,1,32
2,20260607,0,val,multinomial_logistic,age_sex,2,2,64
2,20260607,0,val,multinomial_logistic,age_sex,2,3,16
2,20260607,0,val,multinomial_logistic,age_sex,3,1,18
2,20260607,0,val,multinomial_logistic,age_sex,3,2,15
2,20260607,0,val,multinomial_logistic,age_sex,3,3,19
2,20260607,0,test,multinomial_logistic,age_sex,1,1,25
2,20260607,0,test,multinomial_logistic,age_sex,1,2,4
2,20260607,0,test,multinomial_logistic,age_sex,1,3,5
2,20260607,0,test,multinomial_logistic,age_sex,2,1,25
2,20260607,0,test,multinomial_logistic,age_sex,2,2,58
2,20260607,0,test,multinomial_logistic,age_sex,2,3,29
2,20260607,0,test,multinomial_logistic,age_sex,3,1,23
2,20260607,0,test,multinomial_logistic,age_sex,3,2,18
2,20260607,0,test,multinomial_logistic,age_sex,3,3,11
2,20260607,0,val,multinomial_logistic,image_geometry_file,1,1,19
2,20260607,0,val,multinomial_logistic,image_geometry_file,1,2,9
2,20260607,0,val,multinomial_logistic,image_geometry_file,1,3,6
2,20260607,0,val,multinomial_logistic,image_geometry_file,2,1,53
2,20260607,0,val,multinomial_logistic,image_geometry_file,2,2,42
2,20260607,0,val,multinomial_logistic,image_geometry_file,2,3,17
2,20260607,0,val,multinomial_logistic,image_geometry_file,3,1,30
2,20260607,0,val,multinomial_logistic,image_geometry_file,3,2,10
2,20260607,0,val,multinomial_logistic,image_geometry_file,3,3,12
2,20260607,0,test,multinomial_logistic,image_geometry_file,1,1,17
2,20260607,0,test,multinomial_logistic,image_geometry_file,1,2,12
2,20260607,0,test,multinomial_logistic,image_geometry_file,1,3,5
2,20260607,0,test,multinomial_logistic,image_geometry_file,2,1,65
2,20260607,0,test,multinomial_logistic,image_geometry_file,2,2,26
2,20260607,0,test,multinomial_logistic,image_geometry_file,2,3,21
2,20260607,0,test,multinomial_logistic,image_geometry_file,3,1,25
2,20260607,0,test,multinomial_logistic,image_geometry_file,3,2,15
2,20260607,0,test,multinomial_logistic,image_geometry_file,3,3,12
2,20260607,0,val,multinomial_logistic,admin_index,1,1,9
2,20260607,0,val,multinomial_logistic,admin_index,1,2,4
2,20260607,0,val,multinomial_logistic,admin_index,1,3,21
2,20260607,0,val,multinomial_logistic,admin_index,2,1,75
2,20260607,0,val,multinomial_logistic,admin_index,2,2,1
2,20260607,0,val,multinomial_logistic,admin_index,2,3,36
2,20260607,0,val,multinomial_logistic,admin_index,3,1,22
2,20260607,0,val,multinomial_logistic,admin_index,3,2,0
2,20260607,0,val,multinomial_logistic,admin_index,3,3,30
2,20260607,0,test,multinomial_logistic,admin_index,1,1,11
2,20260607,0,test,multinomial_logistic,admin_index,1,2,6
2,20260607,0,test,multinomial_logistic,admin_index,1,3,17
2,20260607,0,test,multinomial_logistic,admin_index,2,1,66
2,20260607,0,test,multinomial_logistic,admin_index,2,2,1
2,20260607,0,test,multinomial_logistic,admin_index,2,3,45
2,20260607,0,test,multinomial_logistic,admin_index,3,1,25
2,20260607,0,test,multinomial_logistic,admin_index,3,2,0
2,20260607,0,test,multinomial_logistic,admin_index,3,3,27
2,20260607,0,val,multinomial_logistic,age_sex_geometry,1,1,26
2,20260607,0,val,multinomial_logistic,age_sex_geometry,1,2,6
2,20260607,0,val,multinomial_logistic,age_sex_geometry,1,3,2
2,20260607,0,val,multinomial_logistic,age_sex_geometry,2,1,37
2,20260607,0,val,multinomial_logistic,age_sex_geometry,2,2,59
2,20260607,0,val,multinomial_logistic,age_sex_geometry,2,3,16
2,20260607,0,val,multinomial_logistic,age_sex_geometry,3,1,18
2,20260607,0,val,multinomial_logistic,age_sex_geometry,3,2,14
2,20260607,0,val,multinomial_logistic,age_sex_geometry,3,3,20
2,20260607,0,test,multinomial_logistic,age_sex_geometry,1,1,23
2,20260607,0,test,multinomial_logistic,age_sex_geometry,1,2,9
2,20260607,0,test,multinomial_logistic,age_sex_geometry,1,3,2
2,20260607,0,test,multinomial_logistic,age_sex_geometry,2,1,39
2,20260607,0,test,multinomial_logistic,age_sex_geometry,2,2,48
2,20260607,0,test,multinomial_logistic,age_sex_geometry,2,3,25
2,20260607,0,test,multinomial_logistic,age_sex_geometry,3,1,24
2,20260607,0,test,multinomial_logistic,age_sex_geometry,3,2,18
2,20260607,0,test,multinomial_logistic,age_sex_geometry,3,3,10
2,20260607,0,val,multinomial_logistic,downstream_status,1,1,32
2,20260607,0,val,multinomial_logistic,downstream_status,1,2,2
2,20260607,0,val,multinomial_logistic,downstream_status,1,3,0
2,20260607,0,val,multinomial_logistic,downstream_status,2,1,70
2,20260607,0,val,multinomial_logistic,downstream_status,2,2,26
2,20260607,0,val,multinomial_logistic,downstream_status,2,3,16
2,20260607,0,val,multinomial_logistic,downstream_status,3,1,20
2,20260607,0,val,multinomial_logistic,downstream_status,3,2,11
2,20260607,0,val,multinomial_logistic,downstream_status,3,3,21
2,20260607,0,test,multinomial_logistic,downstream_status,1,1,29
2,20260607,0,test,multinomial_logistic,downstream_status,1,2,5
2,20260607,0,test,multinomial_logistic,downstream_status,1,3,0
2,20260607,0,test,multinomial_logistic,downstream_status,2,1,64
2,20260607,0,test,multinomial_logistic,downstream_status,2,2,26
2,20260607,0,test,multinomial_logistic,downstream_status,2,3,22
2,20260607,0,test,multinomial_logistic,downstream_status,3,1,29
2,20260607,0,test,multinomial_logistic,downstream_status,3,2,11
2,20260607,0,test,multinomial_logistic,downstream_status,3,3,12
2,20260607,0,val,multinomial_logistic,downstream_plus_age_sex,1,1,30
2,20260607,0,val,multinomial_logistic,downstream_plus_age_sex,1,2,3
2,20260607,0,val,multinomial_logistic,downstream_plus_age_sex,1,3,1
2,20260607,0,val,multinomial_logistic,downstream_plus_age_sex,2,1,34
2,20260607,0,val,multinomial_logistic,downstream_plus_age_sex,2,2,64
2,20260607,0,val,multinomial_logistic,downstream_plus_age_sex,2,3,14
2,20260607,0,val,multinomial_logistic,downstream_plus_age_sex,3,1,16
2,20260607,0,val,multinomial_logistic,downstream_plus_age_sex,3,2,18
2,20260607,0,val,multinomial_logistic,downstream_plus_age_sex,3,3,18
2,20260607,0,test,multinomial_logistic,downstream_plus_age_sex,1,1,27
2,20260607,0,test,multinomial_logistic,downstream_plus_age_sex,1,2,7
2,20260607,0,test,multinomial_logistic,downstream_plus_age_sex,1,3,0
2,20260607,0,test,multinomial_logistic,downstream_plus_age_sex,2,1,27
2,20260607,0,test,multinomial_logistic,downstream_plus_age_sex,2,2,68
2,20260607,0,test,multinomial_logistic,downstream_plus_age_sex,2,3,17
2,20260607,0,test,multinomial_logistic,downstream_plus_age_sex,3,1,20
2,20260607,0,test,multinomial_logistic,downstream_plus_age_sex,3,2,21
2,20260607,0,test,multinomial_logistic,downstream_plus_age_sex,3,3,11
2,20260607,1,val,majority_class,class_prior,1,1,0
2,20260607,1,val,majority_class,class_prior,1,2,34
2,20260607,1,val,majority_class,class_prior,1,3,0
2,20260607,1,val,majority_class,class_prior,2,1,0
2,20260607,1,val,majority_class,class_prior,2,2,112
2,20260607,1,val,majority_class,class_prior,2,3,0
2,20260607,1,val,majority_class,class_prior,3,1,0
2,20260607,1,val,majority_class,class_prior,3,2,52
2,20260607,1,val,majority_class,class_prior,3,3,0
2,20260607,1,val,stratified_random,class_prior,1,1,4
2,20260607,1,val,stratified_random,class_prior,1,2,23
2,20260607,1,val,stratified_random,class_prior,1,3,7
2,20260607,1,val,stratified_random,class_prior,2,1,20
2,20260607,1,val,stratified_random,class_prior,2,2,62
2,20260607,1,val,stratified_random,class_prior,2,3,30
2,20260607,1,val,stratified_random,class_prior,3,1,4
2,20260607,1,val,stratified_random,class_prior,3,2,38
2,20260607,1,val,stratified_random,class_prior,3,3,10
2,20260607,1,test,majority_class,class_prior,1,1,0
2,20260607,1,test,majority_class,class_prior,1,2,34
2,20260607,1,test,majority_class,class_prior,1,3,0
2,20260607,1,test,majority_class,class_prior,2,1,0
2,20260607,1,test,majority_class,class_prior,2,2,112
2,20260607,1,test,majority_class,class_prior,2,3,0
2,20260607,1,test,majority_class,class_prior,3,1,0
2,20260607,1,test,majority_class,class_prior,3,2,52
2,20260607,1,test,majority_class,class_prior,3,3,0
2,20260607,1,test,stratified_random,class_prior,1,1,9
2,20260607,1,test,stratified_random,class_prior,1,2,21
2,20260607,1,test,stratified_random,class_prior,1,3,4
2,20260607,1,test,stratified_random,class_prior,2,1,19
2,20260607,1,test,stratified_random,class_prior,2,2,68
2,20260607,1,test,stratified_random,class_prior,2,3,25
2,20260607,1,test,stratified_random,class_prior,3,1,11
2,20260607,1,test,stratified_random,class_prior,3,2,29
2,20260607,1,test,stratified_random,class_prior,3,3,12
