repeat,seed,fold,eval_split,model,encoder,probability_mode,bin,n,confidence_mean,accuracy
1,20260606,4,test,frozen_encoder_logistic,resnet50,temperature_scaled,0.0-0.1,0,0.00000000,0.00000000
1,20260606,4,test,frozen_encoder_logistic,resnet50,temperature_scaled,0.1-0.2,0,0.00000000,0.00000000
1,20260606,4,test,frozen_encoder_logistic,resnet50,temperature_scaled,0.2-0.3,0,0.00000000,0.00000000
1,20260606,4,test,frozen_encoder_logistic,resnet50,temperature_scaled,0.3-0.4,11,0.37580138,0.27272727
1,20260606,4,test,frozen_encoder_logistic,resnet50,temperature_scaled,0.4-0.5,64,0.46038261,0.50000000
1,20260606,4,test,frozen_encoder_logistic,resnet50,temperature_scaled,0.5-0.6,52,0.54860184,0.59615385
1,20260606,4,test,frozen_encoder_logistic,resnet50,temperature_scaled,0.6-0.7,39,0.63846847,0.58974359
1,20260606,4,test,frozen_encoder_logistic,resnet50,temperature_scaled,0.7-0.8,24,0.74996435,0.66666667
1,20260606,4,test,frozen_encoder_logistic,resnet50,temperature_scaled,0.8-0.9,6,0.84650441,0.66666667
1,20260606,4,test,frozen_encoder_logistic,resnet50,temperature_scaled,0.9-1.0,1,0.92755157,1.00000000
1,20260606,4,val,frozen_encoder_logistic,resnet50,raw,0.0-0.1,0,0.00000000,0.00000000
1,20260606,4,val,frozen_encoder_logistic,resnet50,raw,0.1-0.2,0,0.00000000,0.00000000
1,20260606,4,val,frozen_encoder_logistic,resnet50,raw,0.2-0.3,0,0.00000000,0.00000000
1,20260606,4,val,frozen_encoder_logistic,resnet50,raw,0.3-0.4,4,0.37480068,1.00000000
1,20260606,4,val,frozen_encoder_logistic,resnet50,raw,0.4-0.5,18,0.46628100,0.44444444
1,20260606,4,val,frozen_encoder_logistic,resnet50,raw,0.5-0.6,35,0.55012738,0.57142857
1,20260606,4,val,frozen_encoder_logistic,resnet50,raw,0.6-0.7,43,0.65146469,0.46511628
1,20260606,4,val,frozen_encoder_logistic,resnet50,raw,0.7-0.8,39,0.74961783,0.58974359
1,20260606,4,val,frozen_encoder_logistic,resnet50,raw,0.8-0.9,30,0.85251263,0.66666667
1,20260606,4,val,frozen_encoder_logistic,resnet50,raw,0.9-1.0,29,0.95133175,0.72413793
1,20260606,4,val,frozen_encoder_logistic,resnet50,temperature_scaled,0.0-0.1,0,0.00000000,0.00000000
1,20260606,4,val,frozen_encoder_logistic,resnet50,temperature_scaled,0.1-0.2,0,0.00000000,0.00000000
1,20260606,4,val,frozen_encoder_logistic,resnet50,temperature_scaled,0.2-0.3,0,0.00000000,0.00000000
1,20260606,4,val,frozen_encoder_logistic,resnet50,temperature_scaled,0.3-0.4,11,0.37545774,0.63636364
1,20260606,4,val,frozen_encoder_logistic,resnet50,temperature_scaled,0.4-0.5,56,0.45754332,0.55357143
1,20260606,4,val,frozen_encoder_logistic,resnet50,temperature_scaled,0.5-0.6,60,0.54668365,0.51666667
1,20260606,4,val,frozen_encoder_logistic,resnet50,temperature_scaled,0.6-0.7,40,0.64312405,0.60000000
1,20260606,4,val,frozen_encoder_logistic,resnet50,temperature_scaled,0.7-0.8,18,0.74692933,0.66666667
1,20260606,4,val,frozen_encoder_logistic,resnet50,temperature_scaled,0.8-0.9,9,0.84463818,0.77777778
1,20260606,4,val,frozen_encoder_logistic,resnet50,temperature_scaled,0.9-1.0,4,0.91873219,1.00000000
2,20260607,0,test,frozen_encoder_logistic,resnet50,raw,0.0-0.1,0,0.00000000,0.00000000
2,20260607,0,test,frozen_encoder_logistic,resnet50,raw,0.1-0.2,0,0.00000000,0.00000000
2,20260607,0,test,frozen_encoder_logistic,resnet50,raw,0.2-0.3,0,0.00000000,0.00000000
2,20260607,0,test,frozen_encoder_logistic,resnet50,raw,0.3-0.4,2,0.38581594,0.50000000
2,20260607,0,test,frozen_encoder_logistic,resnet50,raw,0.4-0.5,27,0.45967415,0.29629630
2,20260607,0,test,frozen_encoder_logistic,resnet50,raw,0.5-0.6,36,0.55829239,0.36111111
2,20260607,0,test,frozen_encoder_logistic,resnet50,raw,0.6-0.7,38,0.65137793,0.55263158
2,20260607,0,test,frozen_encoder_logistic,resnet50,raw,0.7-0.8,40,0.75750452,0.50000000
