repeat,seed,fold,eval_split,model,encoder,probability_mode,true_label,pred_label,count
2,20260607,1,test,lightly_finetuned_cnn,efficientnet_b0,raw,2,2,45
2,20260607,1,test,lightly_finetuned_cnn,efficientnet_b0,raw,2,3,31
2,20260607,1,test,lightly_finetuned_cnn,efficientnet_b0,raw,3,1,15
2,20260607,1,test,lightly_finetuned_cnn,efficientnet_b0,raw,3,2,16
2,20260607,1,test,lightly_finetuned_cnn,efficientnet_b0,raw,3,3,21
2,20260607,1,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,1,1,28
2,20260607,1,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,1,2,3
2,20260607,1,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,1,3,3
2,20260607,1,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,2,1,36
2,20260607,1,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,2,2,45
2,20260607,1,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,2,3,31
2,20260607,1,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,3,1,15
2,20260607,1,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,3,2,16
2,20260607,1,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,3,3,21
2,20260607,1,val,lightly_finetuned_cnn,efficientnet_b0,raw,1,1,23
2,20260607,1,val,lightly_finetuned_cnn,efficientnet_b0,raw,1,2,7
2,20260607,1,val,lightly_finetuned_cnn,efficientnet_b0,raw,1,3,4
2,20260607,1,val,lightly_finetuned_cnn,efficientnet_b0,raw,2,1,39
2,20260607,1,val,lightly_finetuned_cnn,efficientnet_b0,raw,2,2,52
2,20260607,1,val,lightly_finetuned_cnn,efficientnet_b0,raw,2,3,21
2,20260607,1,val,lightly_finetuned_cnn,efficientnet_b0,raw,3,1,13
2,20260607,1,val,lightly_finetuned_cnn,efficientnet_b0,raw,3,2,13
2,20260607,1,val,lightly_finetuned_cnn,efficientnet_b0,raw,3,3,26
2,20260607,1,val,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,1,1,23
2,20260607,1,val,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,1,2,7
2,20260607,1,val,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,1,3,4
2,20260607,1,val,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,2,1,39
2,20260607,1,val,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,2,2,52
2,20260607,1,val,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,2,3,21
2,20260607,1,val,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,3,1,13
2,20260607,1,val,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,3,2,13
2,20260607,1,val,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,3,3,26
2,20260607,2,test,lightly_finetuned_cnn,efficientnet_b0,raw,1,1,19
2,20260607,2,test,lightly_finetuned_cnn,efficientnet_b0,raw,1,2,12
2,20260607,2,test,lightly_finetuned_cnn,efficientnet_b0,raw,1,3,3
2,20260607,2,test,lightly_finetuned_cnn,efficientnet_b0,raw,2,1,27
2,20260607,2,test,lightly_finetuned_cnn,efficientnet_b0,raw,2,2,55
2,20260607,2,test,lightly_finetuned_cnn,efficientnet_b0,raw,2,3,30
2,20260607,2,test,lightly_finetuned_cnn,efficientnet_b0,raw,3,1,9
2,20260607,2,test,lightly_finetuned_cnn,efficientnet_b0,raw,3,2,16
2,20260607,2,test,lightly_finetuned_cnn,efficientnet_b0,raw,3,3,27
2,20260607,2,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,1,1,19
2,20260607,2,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,1,2,12
2,20260607,2,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,1,3,3
2,20260607,2,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,2,1,27
2,20260607,2,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,2,2,55
2,20260607,2,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,2,3,30
2,20260607,2,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,3,1,9
2,20260607,2,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,3,2,16
2,20260607,2,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,3,3,27
2,20260607,2,val,lightly_finetuned_cnn,efficientnet_b0,raw,1,1,19
2,20260607,2,val,lightly_finetuned_cnn,efficientnet_b0,raw,1,2,11
2,20260607,2,val,lightly_finetuned_cnn,efficientnet_b0,raw,1,3,4
2,20260607,2,val,lightly_finetuned_cnn,efficientnet_b0,raw,2,1,24
2,20260607,2,val,lightly_finetuned_cnn,efficientnet_b0,raw,2,2,53
2,20260607,2,val,lightly_finetuned_cnn,efficientnet_b0,raw,2,3,35
2,20260607,2,val,lightly_finetuned_cnn,efficientnet_b0,raw,3,1,7
2,20260607,2,val,lightly_finetuned_cnn,efficientnet_b0,raw,3,2,14
2,20260607,2,val,lightly_finetuned_cnn,efficientnet_b0,raw,3,3,30
2,20260607,2,val,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,1,1,19
2,20260607,2,val,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,1,2,11
2,20260607,2,val,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,1,3,4
2,20260607,2,val,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,2,1,24
2,20260607,2,val,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,2,2,53
2,20260607,2,val,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,2,3,35
2,20260607,2,val,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,3,1,7
2,20260607,2,val,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,3,2,14
2,20260607,2,val,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,3,3,30
2,20260607,3,test,lightly_finetuned_cnn,efficientnet_b0,raw,1,1,19
2,20260607,3,test,lightly_finetuned_cnn,efficientnet_b0,raw,1,2,12
2,20260607,3,test,lightly_finetuned_cnn,efficientnet_b0,raw,1,3,3
2,20260607,3,test,lightly_finetuned_cnn,efficientnet_b0,raw,2,1,26
2,20260607,3,test,lightly_finetuned_cnn,efficientnet_b0,raw,2,2,38
2,20260607,3,test,lightly_finetuned_cnn,efficientnet_b0,raw,2,3,48
2,20260607,3,test,lightly_finetuned_cnn,efficientnet_b0,raw,3,1,8
2,20260607,3,test,lightly_finetuned_cnn,efficientnet_b0,raw,3,2,15
2,20260607,3,test,lightly_finetuned_cnn,efficientnet_b0,raw,3,3,28
2,20260607,3,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,1,1,19
2,20260607,3,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,1,2,12
2,20260607,3,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,1,3,3
2,20260607,3,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,2,1,26
2,20260607,3,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,2,2,38
2,20260607,3,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,2,3,48
2,20260607,3,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,3,1,8
2,20260607,3,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,3,2,15
2,20260607,3,test,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,3,3,28
2,20260607,3,val,lightly_finetuned_cnn,efficientnet_b0,raw,1,1,20
2,20260607,3,val,lightly_finetuned_cnn,efficientnet_b0,raw,1,2,10
2,20260607,3,val,lightly_finetuned_cnn,efficientnet_b0,raw,1,3,4
2,20260607,3,val,lightly_finetuned_cnn,efficientnet_b0,raw,2,1,29
2,20260607,3,val,lightly_finetuned_cnn,efficientnet_b0,raw,2,2,46
2,20260607,3,val,lightly_finetuned_cnn,efficientnet_b0,raw,2,3,37
2,20260607,3,val,lightly_finetuned_cnn,efficientnet_b0,raw,3,1,11
2,20260607,3,val,lightly_finetuned_cnn,efficientnet_b0,raw,3,2,13
2,20260607,3,val,lightly_finetuned_cnn,efficientnet_b0,raw,3,3,27
2,20260607,3,val,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,1,1,20
2,20260607,3,val,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,1,2,10
2,20260607,3,val,lightly_finetuned_cnn,efficientnet_b0,temperature_scaled,1,3,4
