repeat,seed,fold,eval_split,model,encoder,probability_mode,true_label,pred_label,count
2,20260607,0,test,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,3,3,23
2,20260607,0,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,1,1,15
2,20260607,0,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,1,2,17
2,20260607,0,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,1,3,2
2,20260607,0,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,2,1,17
2,20260607,0,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,2,2,73
2,20260607,0,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,2,3,22
2,20260607,0,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,3,1,5
2,20260607,0,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,3,2,23
2,20260607,0,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,3,3,24
2,20260607,0,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,1,1,15
2,20260607,0,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,1,2,17
2,20260607,0,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,1,3,2
2,20260607,0,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,2,1,17
2,20260607,0,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,2,2,73
2,20260607,0,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,2,3,22
2,20260607,0,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,3,1,5
2,20260607,0,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,3,2,23
2,20260607,0,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,3,3,24
2,20260607,1,test,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,1,1,19
2,20260607,1,test,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,1,2,11
2,20260607,1,test,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,1,3,4
2,20260607,1,test,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,2,1,19
