repeat,seed,fold,eval_split,model,encoder,image_width,image_height,probability_mode,temperature,n,accuracy,balanced_accuracy,macro_f1,precision_1,precision_2,precision_3,recall_1,recall_2,recall_3,f1_1,f1_2,f1_3,brier_score,log_loss,ece_10,ordinal_mae,quadratic_weighted_kappa,ovr_auroc
2,20260607,2,test,frozen_encoder_logistic,efficientnet_b0,384,192,temperature_scaled,1.73081020,198,0.52020202,0.50156216,0.48851932,0.40000000,0.60952381,0.43750000,0.52941176,0.57142857,0.40384615,0.45569620,0.58986175,0.42000000,0.58602526,0.96865457,0.05433631,0.51010101,0.36678553,0.67068910
2,20260607,2,val,frozen_encoder_logistic,efficientnet_b0,384,192,raw,1.00000000,197,0.52791878,0.50390990,0.49308042,0.36170213,0.61320755,0.50000000,0.50000000,0.58035714,0.43137255,0.41975309,0.59633028,0.46315789,0.58296902,0.95468000,0.16717698,0.49746193,0.38816357,0.70508631
2,20260607,2,val,frozen_encoder_logistic,efficientnet_b0,384,192,temperature_scaled,1.73081020,197,0.52791878,0.50390990,0.49308042,0.36170213,0.61320755,0.50000000,0.50000000,0.58035714,0.43137255,0.41975309,0.59633028,0.46315789,0.55089828,0.89940533,0.04416652,0.49746193,0.38816357,0.70745731
2,20260607,3,test,frozen_encoder_logistic,efficientnet_b0,384,192,raw,1.00000000,197,0.46192893,0.45098039,0.43282163,0.34693878,0.57731959,0.35294118,0.50000000,0.50000000,0.35294118,0.40963855,0.53588517,0.35294118,0.66966603,1.06395323,0.23830805,0.58375635,0.27973720,0.65082265
2,20260607,3,test,frozen_encoder_logistic,efficientnet_b0,384,192,temperature_scaled,1.93794848,197,0.46192893,0.45098039,0.43282163,0.34693878,0.57731959,0.35294118,0.50000000,0.50000000,0.35294118,0.40963855,0.53588517,0.35294118,0.59905624,0.96453616,0.09945307,0.58375635,0.27973720,0.65515861
2,20260607,3,val,frozen_encoder_logistic,efficientnet_b0,384,192,raw,1.00000000,197,0.54822335,0.57843137,0.54520347,0.51162791,0.69135802,0.41095890,0.64705882,0.50000000,0.58823529,0.57142857,0.58031088,0.48387097,0.60493104,1.00715181,0.14417877,0.49238579,0.42294632,0.71691335
2,20260607,3,val,frozen_encoder_logistic,efficientnet_b0,384,192,temperature_scaled,1.93794848,197,0.54822335,0.57843137,0.54520347,0.51162791,0.69135802,0.41095890,0.64705882,0.50000000,0.58823529,0.57142857,0.58031088,0.48387097,0.56830556,0.92716611,0.06141534,0.49238579,0.42294632,0.71741620
2,20260607,4,test,frozen_encoder_logistic,efficientnet_b0,384,192,raw,1.00000000,197,0.53807107,0.56209150,0.52791439,0.45652174,0.70000000,0.40845070,0.61764706,0.50000000,0.56862745,0.52500000,0.58333333,0.47540984,0.62426054,1.02010173,0.17830414,0.51776650,0.37274035,0.71409170
2,20260607,4,test,frozen_encoder_logistic,efficientnet_b0,384,192,temperature_scaled,2.04940274,197,0.53807107,0.56209150,0.52791439,0.45652174,0.70000000,0.40845070,0.61764706,0.50000000,0.56862745,0.52500000,0.58333333,0.47540984,0.57103502,0.92783136,0.07549563,0.51776650,0.37274035,0.71662980
2,20260607,4,val,frozen_encoder_logistic,efficientnet_b0,384,192,raw,1.00000000,198,0.49494949,0.45589582,0.45103650,0.37500000,0.58035714,0.39130435,0.44117647,0.58035714,0.34615385,0.40540541,0.58035714,0.36734694,0.62964707,1.03514374,0.19503670,0.53535354,0.30957447,0.67841125
